Bait,Preys,Preys_NewName,PreyGene,MIST,BFDR,AvgSpec,FoldChange,Abundance
SARS-CoV2 nsp7,Q7LGA3,9606.ENSP00000359581,HS2ST1,0.706466834,0.0,5.0,50.0,0.001526177
SARS-CoV2 nsp7,Q8N183,9606.ENSP00000296597,NDUFAF2,0.981444858,0.0,3.0,30.0,0.001934537
SARS-CoV2 nsp7,Q8NBU5,9606.ENSP00000339017,ATAD1,0.63242046,0.0,3.67,36.67,0.001082796
SARS-CoV2 nsp7,Q8NBX0,9606.ENSP00000355467,SCCPDH,0.978675119,0.0,2.33,23.33,0.000606406
SARS-CoV2 nsp7,Q8TED1,9606.ENSP00000423822,GPX8,0.668940697,0.0,5.0,50.0,0.002504886
SARS-CoV2 nsp7,Q8WTV0,9606.ENSP00000261693,SCARB1,0.854406247,0.03,2.67,26.67,0.000533493
SARS-CoV2 nsp7,Q8WUY8,9606.ENSP00000205194,NAT14,0.720285746,0.0,4.33,43.33,0.002221738
SARS-CoV2 nsp7,Q8WVC6,9606.ENSP00000308515,DCAKD,0.862452335,0.0,9.0,90.0,0.004278553
SARS-CoV2 nsp7,Q96A26,9606.ENSP00000419088,FAM162A,0.748773582,0.0,11.0,110.0,0.007835187
SARS-CoV2 nsp7,Q96DA6,9606.ENSP00000372005,DNAJC19,0.981450126,0.0,3.0,30.0,0.002818421
SARS-CoV2 nsp7,Q9BQE4,9606.ENSP00000381282,SELENOS,0.701764404,0.0,3.33,33.33,0.001951386
SARS-CoV2 nsp7,Q9H7Z7,9606.ENSP00000345341,PTGES2,0.764538331,0.0,6.0,60.0,0.001624369
SARS-CoV2 nsp7,Q9NP72,9606.ENSP00000478479,RAB18,0.756605088,0.05,2.0,20.0,0.001004641
SARS-CoV2 nsp7,Q9NX40,9606.ENSP00000370882,OCIAD1,0.690748962,0.0,7.67,76.67,0.003331095
SARS-CoV2 nsp7,Q9NXS2,9606.ENSP00000012049,QPCTL,0.604811463,0.0,5.67,56.67,0.001624291
SARS-CoV2 nsp7,Q9UL25,9606.ENSP00000261263,RAB21,0.636626407,0.05,2.0,20.0,0.000919804
SARS-CoV2 nsp7,Q9Y2R0,9606.ENSP00000354762,COA3,0.602693568,0.0,2.67,26.67,0.002671423
SARS-CoV2 nsp7,Q9Y6D0,9606.ENSP00000418813,SELENOK,0.618551469,0.0,3.33,33.33,0.003913472
SARS-CoV2 nsp8,O00411,9606.ENSP00000465759,POLRMT,0.670603322,0.0,9.33,93.33,0.000479463
SARS-CoV2 nsp8,O00566,9606.ENSP00000244230,MPHOSPH10,0.728559172,0.03,2.67,26.67,0.000248961
SARS-CoV2 nsp8,O76094,9606.ENSP00000342181,SRP72,0.739540656,0.0,33.67,336.67,0.003193728
SARS-CoV2 nsp8,O95260,9606.ENSP00000224652,ATE1,0.804292637,0.0,8.33,83.33,0.001023162
SARS-CoV2 nsp8,O96028,9606.ENSP00000372351,NSD2,0.864651959,0.05,2.0,20.0,9.09e-05
SARS-CoV2 nsp8,P09132,9606.ENSP00000424870,SRP19,0.832502372,0.0,12.0,120.0,0.005284099
SARS-CoV2 nsp8,P61011,9606.ENSP00000451818,SRP54,0.755584148,0.0,4.0,40.0,0.000509806
SARS-CoV2 nsp8,P82663,9606.ENSP00000253686,MRPS25,0.826437119,0.0,4.67,46.67,0.001701885
SARS-CoV2 nsp8,P82675,9606.ENSP00000272418,MRPS5,0.63637328,0.04,2.33,23.33,0.000346312
SARS-CoV2 nsp8,Q13206,9606.ENSP00000314348,DDX10,0.755753594,0.0,5.67,56.67,0.000412161
SARS-CoV2 nsp8,Q13868,9606.ENSP00000361433,EXOSC2,0.672587659,0.0,5.67,56.67,0.001230224
SARS-CoV2 nsp8,Q14692,9606.ENSP00000363642,BMS1,0.616523719,0.0,4.67,46.67,0.000233586
SARS-CoV2 nsp8,Q15397,9606.ENSP00000380982,PUM3,0.626646614,0.0,16.33,163.33,0.00159814
SARS-CoV2 nsp8,Q4G0J3,9606.ENSP00000422626,LARP7,0.812479682,0.0,12.67,126.67,0.001378613
SARS-CoV2 nsp8,Q5T280,9606.ENSP00000354812,SPOUT1,0.653655441,0.05,2.0,20.0,0.000338334
SARS-CoV2 nsp8,Q7L2J0,9606.ENSP00000308546,MEPCE,0.790978117,0.0,10.33,103.33,0.000951499
SARS-CoV2 nsp8,Q8NEJ9,9606.ENSP00000386134,NGDN,0.71407894,0.0,3.67,36.67,0.000736458
SARS-CoV2 nsp8,Q92552,9606.ENSP00000426941,MRPS27,0.602806863,0.0,3.33,33.33,0.000510074
SARS-CoV2 nsp8,Q96B26,9606.ENSP00000374354,EXOSC8,0.990898225,0.0,3.67,36.67,0.000845752
SARS-CoV2 nsp8,Q96I59,9606.ENSP00000281038,NARS2,0.78185035,0.0,5.33,53.33,0.000709789
SARS-CoV2 nsp8,Q9BSC4,9606.ENSP00000371101,NOL10,0.807819511,0.0,8.33,83.33,0.00076669
SARS-CoV2 nsp8,Q9H6F5,9606.ENSP00000227520,CCDC86,0.736803661,0.0,4.33,43.33,0.000759004
SARS-CoV2 nsp8,Q9H8H2,9606.ENSP00000361232,DDX31,0.628896451,0.0,3.67,36.67,0.000274298
SARS-CoV2 nsp8,Q9HD40,9606.ENSP00000371535,SEPSECS,0.809559247,0.0,4.33,43.33,0.000551523
SARS-CoV2 nsp8,Q9NQT4,9606.ENSP00000221233,EXOSC5,0.704291901,0.0,3.67,36.67,0.000981816
SARS-CoV2 nsp8,Q9NQT5,9606.ENSP00000323046,EXOSC3,0.774797319,0.0,6.33,63.33,0.001462121
SARS-CoV2 nsp8,Q9NY61,9606.ENSP00000477848,AATF,0.783703681,0.0,11.67,116.67,0.001020357
SARS-CoV2 nsp8,Q9UHB9,9606.ENSP00000312066,SRP68,0.617998594,0.0,32.33,323.33,0.003277337
SARS-CoV2 nsp8,Q9ULT8,9606.ENSP00000382269,HECTD1,0.885504785,0.0,5.33,53.33,0.000130202
SARS-CoV2 nsp8,Q9Y399,9606.ENSP00000360850,MRPS2,0.972057569,0.05,2.0,20.0,0.000424273
SARS-CoV2 nsp9,A1KXE4,9606.ENSP00000387051,FAM168B,0.639900629,0.0,7.67,14.06,0.004599713
SARS-CoV2 nsp9,O00142,9606.ENSP00000299697,TK2,0.68551879,0.0,7.33,73.33,0.00147476
SARS-CoV2 nsp9,P13984,9606.ENSP00000340823,GTF2F2,0.877426938,0.0,14.0,140.0,0.006563016
SARS-CoV2 nsp9,P35555,9606.ENSP00000325527,FBN1,0.992372395,0.0,15.33,153.33,0.00062483
SARS-CoV2 nsp9,P35556,9606.ENSP00000424571,FBN2,0.991012329,0.0,83.0,830.0,0.003336075
SARS-CoV2 nsp9,P35658,9606.ENSP00000352400,NUP214,0.962233264,0.0,8.33,83.33,0.000488605
SARS-CoV2 nsp9,P37198,9606.ENSP00000471191,NUP62,0.993010451,0.0,18.0,180.0,0.004029321
SARS-CoV2 nsp9,P51114,9606.ENSP00000350170,FXR1,0.660884268,0.0,6.33,63.33,0.001234579
SARS-CoV2 nsp9,P61962,9606.ENSP00000483236,DCAF7,0.969234024,0.0,16.0,160.0,0.00555022
SARS-CoV2 nsp9,Q15056,9606.ENSP00000265753,EIF4H,0.86901939,0.0,6.0,60.0,0.00295909
SARS-CoV2 nsp9,Q7Z3B4,9606.ENSP00000264883,NUP54,0.991624822,0.0,21.33,213.33,0.004946329
SARS-CoV2 nsp9,Q86YT6,9606.ENSP00000261537,MIB1,0.89782233,0.0,15.0,150.0,0.001769399
SARS-CoV2 nsp9,Q8N0X7,9606.ENSP00000414147,SPART,0.962964129,0.0,13.67,136.67,0.002491318
SARS-CoV2 nsp9,Q8TD19,9606.ENSP00000238616,NEK9,0.991972865,0.0,39.0,390.0,0.004655843
SARS-CoV2 nsp9,Q96F45,9606.ENSP00000361602,ZNF503,0.777581447,0.0,34.0,93.5,0.006133247
SARS-CoV2 nsp9,Q99567,9606.ENSP00000458954,NUP88,0.92724312,0.0,3.67,36.67,0.000576008
SARS-CoV2 nsp9,Q9BVL2,9606.ENSP00000371155,NUP58,0.979586223,0.0,12.0,120.0,0.002368247
SARS-CoV2 nsp9,Q9NZL9,9606.ENSP00000325425,MAT2B,0.978282655,0.0,4.33,43.33,0.001531914
SARS-CoV2 nsp9,Q9UBX5,9606.ENSP00000345008,FBLN5,0.992002193,0.01,2.0,20.0,0.000524128
SARS-CoV2 orf10,P50897,9606.ENSP00000394863,PPT1,0.777920681,0.0,6.0,60.0,0.002008956
SARS-CoV2 orf10,P55072,9606.ENSP00000351777,VCP,0.607211805,0.0,7.67,76.67,0.00099505
SARS-CoV2 orf10,P62877,9606.ENSP00000216225,RBX1,0.63921796,0.05,2.0,20.0,0.001927108
SARS-CoV2 orf10,Q13617,9606.ENSP00000444856,CUL2,0.818290141,0.0,12.33,123.33,0.001768534
SARS-CoV2 orf10,Q15369,9606.ENSP00000478121,ELOC,0.618948613,0.0,7.33,73.33,0.006975403
SARS-CoV2 orf10,Q15370,9606.ENSP00000262306,ELOB,0.655233005,0.0,4.0,40.0,0.003554301
SARS-CoV2 orf10,Q3KQU3,9606.ENSP00000362244,MAP7D1,0.814143575,0.0,7.67,76.67,0.000946032
SARS-CoV2 orf10,Q9BU02,9606.ENSP00000288014,THTPA,0.927363101,0.0,2.67,26.67,0.001245907
SARS-CoV2 orf10,Q9C0D3,9606.ENSP00000294353,ZYG11B,0.85402934,0.0,27.0,270.0,0.003815079
SARS-CoV2 orf10,Q9Y5J9,9606.ENSP00000438455,TIMM8B,0.752997484,0.0,2.33,23.33,0.003009082
SARS-CoV2 orf3a,P09601,9606.ENSP00000216117,HMOX1,0.993596312,0.0,12.33,123.33,0.003886476
SARS-CoV2 orf3a,Q14126,9606.ENSP00000261590,DSG2,0.633130211,0.0,9.33,93.33,0.000640644
SARS-CoV2 orf3a,Q8IWR1,9606.ENSP00000311219,TRIM59,0.979280399,0.0,3.67,36.67,0.000819925
SARS-CoV2 orf3a,Q8N6S5,9606.ENSP00000315357,ARL6IP6,0.865135022,0.0,4.67,46.67,0.001880231
SARS-CoV2 orf3a,Q96JC1,9606.ENSP00000335193,VPS39,0.878755935,0.0,13.33,133.33,0.001120496
SARS-CoV2 orf3a,Q96S66,9606.ENSP00000349456,CLCC1,0.920620901,0.0,20.33,203.33,0.003372958
SARS-CoV2 orf3a,Q9H270,9606.ENSP00000481126,VPS11,0.967855711,0.0,4.33,43.33,0.000410456
SARS-CoV2 orf3a,Q9UH99,9606.ENSP00000385616,SUN2,0.880019941,0.0,11.0,110.0,0.001127493
SARS-CoV2 orf3a,Q9Y673,9606.ENSP00000239891,ALG5,0.860324884,0.0,8.0,80.0,0.002242305
SARS-CoV2 orf3b,Q9UJZ1,9606.ENSP00000348886,STOML2,0.929039041,0.0,8.0,80.0,0.002737095
SARS-CoV2 orf6,P52948,9606.ENSP00000316032,NUP98,0.903566335,0.0,8.0,80.0,0.000624368
SARS-CoV2 orf6,P78406,9606.ENSP00000379182,RAE1,0.963218346,0.0,20.33,203.33,0.007968787
SARS-CoV2 orf6,Q8NBM4,9606.ENSP00000383911,UBAC2,0.612769013,0.0,5.0,50.0,0.002152457
SARS-CoV2 orf6,Q9NZJ7,9606.ENSP00000362730,MTCH1,0.851173737,0.05,2.0,20.0,0.000843385
SARS-CoV2 orf7a,O00410,9606.ENSP00000261574,IPO5,0.652912722,0.0,20.67,206.67,0.001925065
SARS-CoV2 orf7a,O75155,9606.ENSP00000387641,CAND2,0.633293009,0.0,3.0,30.0,0.000252603
SARS-CoV2 orf7a,O94822,9606.ENSP00000478783,LTN1,0.616142733,0.0,5.0,50.0,0.000292176
SARS-CoV2 orf7a,P22234,9606.ENSP00000382595,PAICS,0.666539556,0.01,3.33,12.22,0.000825439
SARS-CoV2 orf7a,Q5VYK3,9606.ENSP00000259335,ECPAS,0.680117689,0.0,2.33,23.33,0.000127799
SARS-CoV2 orf7a,Q6P3X3,9606.ENSP00000313953,TTC27,0.635296145,0.0,4.33,43.33,0.00052921
SARS-CoV2 orf7a,Q7Z4Q2,9606.ENSP00000299192,HEATR3,0.789988379,0.0,3.67,36.67,0.000562993
SARS-CoV2 orf7a,Q8TEX9,9606.ENSP00000346453,IPO4,0.601645136,0.0,16.33,163.33,0.001522629
SARS-CoV2 orf7a,Q92973,9606.ENSP00000336712,TNPO1,0.663857773,0.0,9.33,93.33,0.001048592
SARS-CoV2 orf7a,Q9H583,9606.ENSP00000355541,HEATR1,0.638159486,0.0,9.67,96.67,0.000457551
SARS-CoV2 orf7a,Q9NU22,9606.ENSP00000358400,MDN1,0.981108579,0.0,7.67,76.67,0.000140966
SARS-CoV2 orf7a,Q9UIA9,9606.ENSP00000252512,XPO7,0.652701197,0.03,2.67,26.67,0.000259166
SARS-CoV2 orf7a,Q9Y5L0,9606.ENSP00000265388,TNPO3,0.616847135,0.0,3.67,36.67,0.00041395
SARS-CoV2 orf8,O00469,9606.ENSP00000282903,PLOD2,0.992483418,0.0,13.67,136.67,0.001504203
SARS-CoV2 orf8,O14656,9606.ENSP00000345719,TOR1A,0.879789245,0.04,2.0,20.0,0.000463326
SARS-CoV2 orf8,O60942,9606.ENSP00000358497,RNGTT,0.64966453,0.0,12.0,120.0,0.001630998
SARS-CoV2 orf8,O76061,9606.ENSP00000265087,STC2,0.979920785,0.0,4.67,46.67,0.001263331
SARS-CoV2 orf8,P00750,9606.ENSP00000220809,PLAT,0.973718932,0.05,2.0,20.0,0.000283934
SARS-CoV2 orf8,P05556,9606.ENSP00000379350,ITGB1,0.817711683,0.04,2.33,23.33,0.00023017
SARS-CoV2 orf8,P0C7P0,9606.ENSP00000483781,CISD3,0.760326153,0.0,4.0,40.0,0.002512925
SARS-CoV2 orf8,P11717,9606.ENSP00000349437,IGF2R,0.657146069,0.0,12.33,123.33,0.000395953
SARS-CoV2 orf8,P12109,9606.ENSP00000355180,COL6A1,0.977300006,0.05,2.0,20.0,0.00015243
SARS-CoV2 orf8,P15151,9606.ENSP00000402060,PVR,0.991893926,0.0,4.0,40.0,0.000764868
SARS-CoV2 orf8,P26358,9606.ENSP00000352516,DNMT1,0.795844505,0.0,8.0,80.0,0.000394622
SARS-CoV2 orf8,P28300,9606.ENSP00000231004,LOX,0.985331119,0.0,2.67,26.67,0.000525377
SARS-CoV2 orf8,P29122,9606.ENSP00000482760,PCSK6,0.721790867,0.0,3.67,36.67,0.000301115
SARS-CoV2 orf8,P58166,9606.ENSP00000266646,INHBE,0.993645979,0.0,6.0,60.0,0.001374864
SARS-CoV2 orf8,P61916,9606.ENSP00000451112,NPC2,0.978204196,0.0,3.67,36.67,0.001952615
SARS-CoV2 orf8,Q00587,9606.ENSP00000249014,CDC42EP1,0.605673603,0.0,6.0,60.0,0.001244414
SARS-CoV2 orf8,Q02809,9606.ENSP00000196061,PLOD1,0.640003502,0.0,17.67,176.67,0.001960189
SARS-CoV2 orf8,Q08431,9606.ENSP00000268150,MFGE8,0.743312102,0.0,2.67,26.67,0.000566104
SARS-CoV2 orf8,Q13438,9606.ENSP00000318165,OS9,0.931530938,0.0,3.33,33.33,0.00040964
SARS-CoV2 orf8,Q13443,9606.ENSP00000419446,ADAM9,0.669574426,0.05,2.0,20.0,0.000201385
SARS-CoV2 orf8,Q14244,9606.ENSP00000482335,MAP7,0.605162592,0.03,3.33,33.33,0.000371954
SARS-CoV2 orf8,Q15818,9606.ENSP00000307549,NPTX1,0.984056824,0.0,2.67,26.67,0.000488068
SARS-CoV2 orf8,Q3SY69,9606.ENSP00000258494,ALDH1L2,0.649685965,0.0,8.67,86.67,0.000770949
SARS-CoV2 orf8,Q5T4S7,9606.ENSP00000364403,UBR4,0.630592746,0.0,8.33,83.33,9.84e-05
SARS-CoV2 orf8,Q6UW63,9606.ENSP00000365172,POGLUT2,0.95793072,0.03,3.0,30.0,0.000462687
SARS-CoV2 orf8,Q7Z4H8,9606.ENSP00000315386,POGLUT3,0.932470503,0.0,4.33,43.33,0.000698928
SARS-CoV2 orf8,Q86YB8,9606.ENSP00000346635,ERO1B,0.991893438,0.0,4.0,40.0,0.000682976
SARS-CoV2 orf8,Q8IV08,9606.ENSP00000387050,PLD3,0.722502016,0.0,3.0,30.0,0.000496691
SARS-CoV2 orf8,Q8IWF2,9606.ENSP00000380401,FOXRED2,0.977300463,0.05,2.0,20.0,0.00022909
SARS-CoV2 orf8,Q8IZ52,9606.ENSP00000243776,CHPF,0.989068101,0.0,5.67,56.67,0.000585849
SARS-CoV2 orf8,Q8N0Z8,9606.ENSP00000368318,PUSL1,0.72751463,0.0,3.0,30.0,0.000794379
SARS-CoV2 orf8,Q8N766,9606.ENSP00000420608,EMC1,0.723777507,0.0,3.0,30.0,0.000245094
SARS-CoV2 orf8,Q92820,9606.ENSP00000260118,GGH,0.877155555,0.0,4.0,40.0,0.001012023
SARS-CoV2 orf8,Q96AY3,9606.ENSP00000317232,FKBP10,0.660192254,0.0,13.33,133.33,0.001853515
SARS-CoV2 orf8,Q96DZ1,9606.ENSP00000185150,ERLEC1,0.732723909,0.0,11.0,110.0,0.001847199
SARS-CoV2 orf8,Q96F46,9606.ENSP00000320936,IL17RA,0.80084048,0.0,2.33,23.33,0.000215415
SARS-CoV2 orf8,Q96IV0,9606.ENSP00000280700,NGLY1,0.993220351,0.0,3.67,36.67,0.00045054
SARS-CoV2 orf8,Q96MM7,9606.ENSP00000429473,HS6ST2,0.806104461,0.05,2.33,23.33,0.000317211
SARS-CoV2 orf8,Q99470,9606.ENSP00000247020,SDF2,0.826107348,0.0,4.67,46.67,0.001887159
SARS-CoV2 orf8,Q99519,9606.ENSP00000364782,NEU1,0.991561179,0.0,4.33,43.33,0.000846947
SARS-CoV2 orf8,Q99988,9606.ENSP00000252809,GDF15,0.985884183,0.0,5.0,50.0,0.00128962
SARS-CoV2 orf8,Q9BRN9,9606.ENSP00000330433,TM2D3,0.966748836,0.03,2.67,26.67,0.000841993
SARS-CoV2 orf8,Q9BS26,9606.ENSP00000262455,ERP44,0.706328526,0.0,15.67,156.67,0.003110356
SARS-CoV2 orf8,Q9BZQ6,9606.ENSP00000318147,EDEM3,0.81834398,0.0,3.0,30.0,0.000264013
SARS-CoV2 orf8,Q9H173,9606.ENSP00000378294,SIL1,0.967517561,0.0,5.0,50.0,0.000885296
SARS-CoV2 orf8,Q9H488,9606.ENSP00000364902,POFUT1,0.879682645,0.03,3.0,30.0,0.000591226
SARS-CoV2 orf8,Q9H4F8,9606.ENSP00000355110,SMOC1,0.972857922,0.04,2.33,23.33,0.000423216
SARS-CoV2 orf8,Q9H8W4,9606.ENSP00000322373,PLEKHF2,0.98324168,0.0,2.33,23.33,0.000771501
SARS-CoV2 orf8,Q9NXK8,9606.ENSP00000247977,FBXL12,0.824465649,0.0,4.67,46.67,0.001153286
SARS-CoV2 orf8,Q9NYU1,9606.ENSP00000365938,UGGT2,0.844600144,0.03,3.0,30.0,0.00015675
SARS-CoV2 orf8,Q9P2E5,9606.ENSP00000035307,CHPF2,0.703620586,0.0,5.0,50.0,0.000528903
SARS-CoV2 orf8,Q9UHI8,9606.ENSP00000284984,ADAMTS1,0.96066367,0.05,2.0,20.0,0.000173534
SARS-CoV2 orf8,Q9Y4L1,9606.ENSP00000480150,HYOU1,0.77235306,0.0,23.33,233.33,0.001897461
SARS-CoV2 orf8,Q9Y680,9606.ENSP00000413152,FKBP7,0.988134523,0.0,7.33,73.33,0.002691637
SARS-CoV2 orf9b,O14745,9606.ENSP00000262613,SLC9A3R1,0.993764827,0.0,5.0,50.0,0.001587065
SARS-CoV2 orf9b,O43633,9606.ENSP00000469240,CHMP2A,0.948289085,0.05,2.33,23.33,0.001222162
SARS-CoV2 orf9b,O75534,9606.ENSP00000481762,CSDE1,0.988959751,0.0,5.0,50.0,0.000714328
SARS-CoV2 orf9b,O94826,9606.ENSP00000284320,TOMM70,0.978100903,0.0,55.0,550.0,0.010275398
SARS-CoV2 orf9b,P13995,9606.ENSP00000377617,MTHFD2,0.620714983,0.0,12.33,123.33,0.004004656
SARS-CoV2 orf9b,P27448,9606.ENSP00000411397,MARK3,0.993959488,0.0,14.67,146.67,0.002210651
SARS-CoV2 orf9b,Q7KZI7,9606.ENSP00000385751,MARK2,0.99404114,0.0,22.33,223.33,0.003212567
SARS-CoV2 orf9b,Q9H2P9,9606.ENSP00000359127,DPH5,0.956356188,0.03,3.0,30.0,0.001194615
SARS-CoV2 orf9b,Q9H773,9606.ENSP00000322524,DCTPP1,0.753716811,0.0,23.33,128.33,0.015597658
SARS-CoV2 orf9b,Q9P0L2,9606.ENSP00000483424,MARK1,0.99395635,0.0,11.67,116.67,0.001665055
SARS-CoV2 orf9b,Q9UKA9,9606.ENSP00000359216,PTBP2,0.991125633,0.0,8.33,83.33,0.001780094
SARS-CoV2 orf9b,Q9UL15,9606.ENSP00000338814,BAG5,0.864649763,0.0,6.67,66.67,0.001689291
SARS-CoV2 protein14,O00124,9606.ENSP00000479216,UBXN8,0.770566762,0.0,2.67,26.67,0.000638754
SARS-CoV2 protein14,O15321,9606.ENSP00000261789,TM9SF1,0.600007454,0.0,7.33,73.33,0.000780888
SARS-CoV2 protein14,O43292,9606.ENSP00000347206,GPAA1,0.804405154,0.03,3.33,33.33,0.000349463
SARS-CoV2 protein14,O76024,9606.ENSP00000226760,WFS1,0.955124813,0.03,3.0,30.0,0.00021908
SARS-CoV2 protein14,O94766,9606.ENSP00000265471,B3GAT3,0.619167835,0.0,5.67,56.67,0.00108969
SARS-CoV2 protein14,O95864,9606.ENSP00000278840,FADS2,0.622002064,0.0,3.0,30.0,0.000435688
SARS-CoV2 protein14,P33527,9606.ENSP00000382342,ABCC1,0.77999958,0.0,12.67,126.67,0.000535198
SARS-CoV2 protein14,P49810,9606.ENSP00000355747,PSEN2,0.62695908,0.0,3.0,30.0,0.000431798
SARS-CoV2 protein14,P55085,9606.ENSP00000296677,F2RL1,0.891878677,0.0,3.67,36.67,0.00059684
SARS-CoV2 protein14,P56589,9606.ENSP00000356563,PEX3,0.665817298,0.0,12.33,123.33,0.002127637
SARS-CoV2 protein14,P98194,9606.ENSP00000421326,ATP2C1,0.636592014,0.0,10.67,106.67,0.000749512
SARS-CoV2 protein14,Q10471,9606.ENSP00000355632,GALNT2,0.618408319,0.05,2.0,20.0,0.000226189
SARS-CoV2 protein14,Q12770,9606.ENSP00000265565,SCAP,0.895648601,0.0,4.0,40.0,0.000201515
SARS-CoV2 protein14,Q2PZI1,9606.ENSP00000308695,DPY19L1,0.968853805,0.05,2.0,20.0,0.000191339
SARS-CoV2 protein14,Q5BJF2,9606.ENSP00000226230,TMEM97,0.730637585,0.0,3.33,33.33,0.001222162
SARS-CoV2 protein14,Q5H8A4,9606.ENSP00000415203,PIGG,0.652149596,0.0,4.67,46.67,0.000305956
SARS-CoV2 protein14,Q6NXT4,9606.ENSP00000368648,SLC30A6,0.774357796,0.05,2.0,20.0,0.000281207
SARS-CoV2 protein14,Q6NXT6,9606.ENSP00000385347,TAPT1,0.941527935,0.0,2.67,26.67,0.000302982
SARS-CoV2 protein14,Q7Z2K6,9606.ENSP00000340427,ERMP1,0.793920345,0.0,14.0,140.0,0.000998403
SARS-CoV2 protein14,Q86UT6,9606.ENSP00000387334,NLRX1,0.93198593,0.0,11.67,116.67,0.000773483
SARS-CoV2 protein14,Q86V85,9606.ENSP00000366157,GPR180,0.61232411,0.0,3.0,30.0,0.00044161
SARS-CoV2 protein14,Q86VR2,9606.ENSP00000309432,RETREG3,0.731626333,0.0,3.33,33.33,0.000461181
SARS-CoV2 protein14,Q8N2K0,9606.ENSP00000365725,ABHD12,0.638512454,0.0,13.0,130.0,0.002104501
SARS-CoV2 protein14,Q8TEQ8,9606.ENSP00000367880,PIGO,0.746326481,0.0,7.33,73.33,0.000433577
SARS-CoV2 protein14,Q96K12,9606.ENSP00000443291,FAR2,0.734768532,0.0,5.67,56.67,0.00071181
SARS-CoV2 protein14,Q96S52,9606.ENSP00000309430,PIGS,0.647089409,0.0,10.67,106.67,0.001240214
SARS-CoV2 protein14,Q9BQ95,9606.ENSP00000270517,ECSIT,0.776412187,0.0,6.67,66.67,0.000998587
SARS-CoV2 protein14,Q9BVC6,9606.ENSP00000227525,TMEM109,0.613856317,0.0,5.33,53.33,0.001420236
SARS-CoV2 protein14,Q9BVK2,9606.ENSP00000299626,ALG8,0.796680672,0.01,2.0,20.0,0.000245178
SARS-CoV2 protein14,Q9BXJ8,9606.ENSP00000473983,TMEM120A,0.637721704,0.0,2.33,23.33,0.00043716
SARS-CoV2 protein14,Q9GZM5,9606.ENSP00000361499,YIPF3,0.621618788,0.0,4.0,40.0,0.000736936
SARS-CoV2 protein14,Q9GZU3,9606.ENSP00000338165,TMEM39B,0.751831436,0.0,4.0,40.0,0.00052347
SARS-CoV2 protein14,Q9H3K2,9606.ENSP00000361207,GHITM,0.722254821,0.0,5.67,56.67,0.001058105
SARS-CoV2 protein14,Q9H4I3,9606.ENSP00000305664,TRABD,0.625331067,0.0,3.33,33.33,0.000574371
SARS-CoV2 protein14,Q9H845,9606.ENSP00000312618,ACAD9,0.720456009,0.0,24.33,243.33,0.002527065
SARS-CoV2 protein14,Q9NV92,9606.ENSP00000480798,NDFIP2,0.980637174,0.0,5.0,50.0,0.000964123
SARS-CoV2 protein14,Q9UKV5,9606.ENSP00000290649,AMFR,0.647187093,0.0,9.67,96.67,0.000971243
SARS-CoV2 protein14,Q9UL03,9606.ENSP00000310260,INTS6,0.610231825,0.0,6.67,66.67,0.00048598
SARS-CoV2 protein14,Q9Y276,9606.ENSP00000413908,BCS1L,0.992309958,0.0,35.0,350.0,0.005391794
SARS-CoV2 protein14,Q9Y375,9606.ENSP00000260361,NDUFAF1,0.762046149,0.0,3.67,36.67,0.000722546
SARS-CoV2 protein14,Q9Y3A6,9606.ENSP00000359305,TMED5,0.705393478,0.05,2.0,20.0,0.000559392
SARS-CoV2 protein14,Q9Y6M9,9606.ENSP00000276689,NDUFB9,0.966177822,0.04,2.33,23.33,0.000846266
